,Gender,Age,Education,EducationField,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,MonthlyIncome,Compensation
1774,M,26.0,Masters,Marketing,Sales Executive,8.0,Travel_Rarely,Sales,Very High,Medium,Associate,Very High,1.0,Yes,Excellent,Medium,8.0,0.0,3.0,7.0,7.0,4.0,18.8563,NY,49.0,Single,12.0,No Option Plan,5828.0,High
1775,M,39.0,Some College,Medical,Sales Executive,1.0,Travel_Rarely,Sales,Very High,High,Associate,High,4.0,Yes,Excellent,Low,12.0,3.0,2.0,0.0,0.0,0.0,35.2596,NJ,35.0,Married,18.0,No Option Plan,5238.0,High
1776,F,21.0,Below College,Technical Degree,Sales Representative,3.0,Travel_Frequently,Sales,Low,Medium,Junior Associate,Medium,1.0,Yes,Excellent,High,3.0,3.0,3.0,2.0,1.0,2.0,4.498,NY,50.0,Single,11.0,No Option Plan,2174.0,Low
1777,F,33.0,Bachelors,Marketing,Sales Representative,1.0,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Medium,1.0,2.0,3.0,0.0,0.0,0.0,11.4206,NY,19.0,Single,13.0,No Option Plan,2851.0,High
1778,M,41.0,Bachelors,Marketing,Sales Executive,8.0,Travel_Frequently,Sales,Low,High,Associate,Medium,1.0,No,Excellent,High,8.0,5.0,3.0,7.0,7.0,7.0,9.8718,NJ,46.0,Single,18.0,No Option Plan,9355.0,High
1779,F,40.0,Some College,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,High,Medium,Associate,High,2.0,Yes,Excellent,Low,8.0,6.0,3.0,4.0,1.0,0.0,35.8923,NJ,40.0,Married,12.0,Large Option Plan,6380.0,High
1780,F,21.0,Bachelors,Life Sciences,Sales Representative,1.0,Travel_Rarely,Sales,High,Very High,Junior Associate,Medium,1.0,No,Excellent,Very High,1.0,0.0,3.0,0.0,0.0,0.0,20.0557,NY,28.0,Single,15.0,No Option Plan,2716.0,High
1781,M,34.0,Bachelors,Marketing,Sales Executive,5.0,Non-Travel,Sales,Low,Very High,Associate,Very High,8.0,Yes,Excellent,Medium,9.0,3.0,2.0,2.0,0.0,4.0,30.1095,NJ,32.0,Single,13.0,No Option Plan,5304.0,High
1782,F,24.0,Below College,Technical Degree,Sales Representative,5.0,Travel_Rarely,Sales,Low,High,Junior Associate,Medium,1.0,Yes,Excellent,Medium,6.0,4.0,3.0,3.0,1.0,4.0,21.5614,NJ,46.0,Single,16.0,No Option Plan,3202.0,High
1783,F,34.0,Some College,Marketing,Sales Representative,2.0,Travel_Frequently,Sales,Very High,Low,Junior Associate,High,0.0,No,Excellent,Very High,3.0,3.0,2.0,2.0,1.0,0.0,38.8912,NJ,30.0,Divorced,16.0,Full Option Plan,2351.0,Low
1784,M,18.0,Bachelors,Marketing,Sales Representative,0.0,Travel_Frequently,Sales,Medium,High,Junior Associate,Medium,1.0,Yes,Excellent,Very High,0.0,3.0,3.0,0.0,0.0,0.0,7.1218,NY,41.0,Single,14.0,No Option Plan,1878.0,Low
1785,F,32.0,Masters,Other,Sales Executive,4.0,Non-Travel,Sales,Very High,Very High,Associate,High,8.0,No,Excellent,Very High,6.0,2.0,3.0,2.0,1.0,2.0,36.6446,NJ,36.0,Married,12.0,No Option Plan,4707.0,Low
1786,F,30.0,Masters,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,Medium,Medium,Junior Associate,Low,1.0,No,Excellent,High,1.0,2.0,4.0,0.0,0.0,0.0,33.111,NJ,43.0,Married,18.0,Full Option Plan,2033.0,Low
1787,M,31.0,Masters,Medical,Sales Executive,3.0,Travel_Rarely,Sales,Medium,High,Associate,Low,2.0,No,Excellent,High,9.0,2.0,1.0,1.0,1.0,2.0,33.9888,NJ,44.0,Divorced,17.0,No Option Plan,4233.0,Low
1788,M,27.0,Below College,Marketing,Sales Representative,4.0,Travel_Rarely,Sales,High,High,Junior Associate,Low,0.0,No,Excellent,Medium,5.0,3.0,3.0,3.0,0.0,2.0,38.098,NY,35.0,Divorced,11.0,Full Option Plan,3041.0,Low
1789,M,45.0,Masters,Life Sciences,Sales Executive,1.0,Travel_Frequently,Information Technology,Low,High,Associate,Low,2.0,No,Excellent,Very High,5.0,4.0,3.0,1.0,0.0,0.0,24.1378,NJ,21.0,Married,14.0,Large Option Plan,4286.0,High
1790,F,24.0,Some College,Life Sciences,Sales Executive,2.0,Travel_Rarely,Information Technology,Low,High,Associate,High,9.0,No,Excellent,Low,4.0,3.0,3.0,2.0,2.0,0.0,4.1676,NY,20.0,Single,14.0,No Option Plan,4577.0,High
1791,M,50.0,Some College,Technical Degree,Sales Executive,4.0,Travel_Frequently,Information Technology,Medium,High,Associate,High,3.0,Yes,Excellent,Low,18.0,4.0,3.0,3.0,1.0,3.0,34.5568,NJ,31.0,Married,14.0,Full Option Plan,6796.0,Low
1792,F,47.0,Some College,Life Sciences,Sales Executive,5.0,Travel_Frequently,Information Technology,Medium,Very High,Associate,High,4.0,Yes,Excellent,Very High,8.0,2.0,3.0,4.0,1.0,3.0,24.079,NJ,23.0,Single,12.0,No Option Plan,6397.0,Low
1793,M,26.0,Bachelors,Technical Degree,Sales Executive,4.0,Travel_Rarely,Information Technology,Very High,Medium,Associate,Low,6.0,No,Excellent,High,6.0,2.0,2.0,3.0,1.0,2.0,39.0208,NJ,35.0,Single,17.0,No Option Plan,5326.0,Low
1794,F,33.0,Bachelors,Marketing,Sales Executive,3.0,Travel_Rarely,Information Technology,Low,High,Associate,Low,5.0,No,Excellent,High,6.0,3.0,3.0,2.0,0.0,2.0,20.3097,NJ,44.0,Single,15.0,No Option Plan,5324.0,Low
1795,F,49.0,Bachelors,Marketing,Sales Executive,9.0,Travel_Rarely,Sales,High,High,Manager,Very High,1.0,No,Excellent,Low,9.0,3.0,4.0,8.0,7.0,7.0,35.5219,NJ,49.0,Married,18.0,Large Option Plan,7654.0,High
1796,M,55.0,Below College,Medical,Sales Executive,9.0,Travel_Rarely,Sales,High,High,Associate,Very High,4.0,No,Excellent,High,12.0,3.0,2.0,7.0,7.0,3.0,32.8959,NJ,20.0,Single,16.0,No Option Plan,5160.0,High
1797,F,29.0,Bachelors,Medical,Sales Representative,3.0,Travel_Rarely,Sales,Medium,Medium,Junior Associate,High,6.0,Yes,Excellent,High,5.0,3.0,3.0,2.0,0.0,2.0,30.6207,NJ,38.0,Divorced,19.0,Small Option Plan,2800.0,High
1798,F,20.0,Bachelors,Medical,Sales Representative,2.0,Travel_Rarely,Operations,High,Medium,Junior Associate,High,1.0,No,Excellent,Very High,2.0,3.0,2.0,2.0,0.0,2.0,32.2195,NJ,21.0,Single,13.0,No Option Plan,2044.0,High
1799,F,25.0,Some College,Marketing,Sales Representative,1.0,Travel_Rarely,Operations,High,Medium,Junior Associate,Medium,1.0,Yes,Excellent,High,1.0,2.0,3.0,0.0,0.0,0.0,27.1787,NJ,48.0,Married,18.0,Small Option Plan,2413.0,Low
1800,M,19.0,Bachelors,Other,Sales Representative,1.0,Travel_Rarely,Operations,Very High,Medium,Junior Associate,Medium,1.0,Yes,Excellent,Medium,1.0,3.0,4.0,0.0,0.0,0.0,35.0739,NJ,24.0,Single,13.0,No Option Plan,2121.0,Low
1801,M,36.0,Below College,Life Sciences,Sales Executive,16.0,Travel_Rarely,Operations,High,Medium,Manager,Very High,1.0,Yes,Excellent,Low,16.0,6.0,3.0,7.0,3.0,7.0,12.9321,NY,33.0,Married,11.0,Full Option Plan,10325.0,Low
1802,M,37.0,Masters,Life Sciences,Sales Executive,14.0,Travel_Rarely,Operations,Low,Medium,Manager,High,5.0,No,Excellent,High,17.0,2.0,1.0,1.0,11.0,7.0,32.3808,NJ,46.0,Married,11.0,No Option Plan,10609.0,Low
1803,M,40.0,Bachelors,Life Sciences,Sales Executive,1.0,Non-Travel,Sales,Medium,Very High,Executive,Medium,4.0,Yes,Excellent,Very High,22.0,2.0,2.0,0.0,0.0,0.0,27.0228,NJ,43.0,Single,16.0,No Option Plan,13194.0,High
1804,F,26.0,Some College,Medical,Sales Executive,2.0,Non-Travel,Sales,Medium,Low,Associate,Low,8.0,No,Excellent,Very High,7.0,6.0,3.0,2.0,2.0,2.0,25.393,NJ,31.0,Single,18.0,No Option Plan,4969.0,Low
1805,F,52.0,Below College,Marketing,Manager,32.0,Travel_Rarely,Sales,Low,Low,VP to C-Level,Very High,1.0,No,Excellent,Very High,33.0,3.0,3.0,14.0,6.0,9.0,38.357,NJ,44.0,Married,15.0,Full Option Plan,19845.0,Low
1806,M,20.0,Bachelors,Marketing,Sales Representative,2.0,Travel_Frequently,Sales,Very High,High,Junior Associate,Very High,1.0,Yes,Excellent,Medium,2.0,3.0,3.0,2.0,0.0,2.0,38.4798,NJ,28.0,Single,14.0,No Option Plan,2323.0,Low
1807,M,35.0,Bachelors,Technical Degree,Research Scientist,8.0,Travel_Rarely,Sales,Very High,High,Manager,Low,0.0,Yes,Outstanding,Low,9.0,2.0,3.0,7.0,4.0,7.0,9.6023,NY,44.0,Single,22.0,No Option Plan,9582.0,Low
1808,F,50.0,Masters,Other,Sales Executive,0.0,Travel_Frequently,Sales,Very High,High,Associate,High,3.0,Yes,Excellent,Very High,7.0,4.0,3.0,0.0,0.0,0.0,33.6109,NJ,38.0,Single,14.0,No Option Plan,4728.0,Low
1809,M,33.0,Masters,Marketing,Sales Executive,5.0,Travel_Rarely,Sales,Low,High,Associate,Low,0.0,Yes,Excellent,Low,6.0,3.0,3.0,2.0,0.0,3.0,35.513,NJ,49.0,Single,17.0,No Option Plan,8224.0,High
1810,F,29.0,Below College,Life Sciences,Sales Executive,11.0,Travel_Rarely,Sales,Very High,Medium,Manager,Low,1.0,No,Excellent,Low,11.0,3.0,1.0,8.0,3.0,10.0,19.6541,NY,31.0,Married,13.0,Full Option Plan,7336.0,Low
1811,M,42.0,Bachelors,Life Sciences,Sales Executive,21.0,Travel_Frequently,Sales,High,High,Executive,Low,0.0,Yes,Excellent,Medium,22.0,2.0,2.0,9.0,13.0,14.0,37.233,NJ,36.0,Single,12.0,No Option Plan,13758.0,High
1812,M,43.0,Bachelors,Marketing,Sales Executive,4.0,Travel_Rarely,Sales,Low,Low,Associate,High,8.0,No,Excellent,Medium,7.0,2.0,2.0,3.0,1.0,3.0,32.992,NJ,40.0,Single,13.0,No Option Plan,5346.0,High
1813,F,25.0,Below College,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,High,Low,Junior Associate,Very High,1.0,Yes,Excellent,Very High,1.0,4.0,3.0,0.0,1.0,0.0,33.375,NJ,48.0,Single,14.0,No Option Plan,1118.0,High
1814,F,45.0,Bachelors,Marketing,Manager,24.0,Travel_Rarely,Sales,Low,Low,VP to C-Level,Medium,2.0,Yes,Excellent,Low,26.0,2.0,3.0,10.0,1.0,11.0,24.156,NJ,30.0,Single,16.0,No Option Plan,18824.0,High
1815,M,40.0,Masters,Marketing,Sales Executive,5.0,Travel_Rarely,Sales,Very High,Medium,Manager,Medium,2.0,Yes,Excellent,High,9.0,2.0,3.0,4.0,1.0,0.0,23.4763,NJ,19.0,Single,12.0,No Option Plan,9094.0,High
1816,M,52.0,Bachelors,Life Sciences,Sales Executive,8.0,Travel_Rarely,Sales,Medium,High,Manager,Medium,9.0,Yes,Excellent,High,10.0,2.0,2.0,7.0,7.0,7.0,13.9769,NJ,25.0,Single,19.0,No Option Plan,8446.0,High
1817,F,31.0,Bachelors,Life Sciences,Sales Representative,3.0,Travel_Frequently,Sales,Very High,High,Junior Associate,Medium,1.0,Yes,Excellent,Low,3.0,2.0,4.0,2.0,2.0,2.0,8.5908,NY,46.0,Single,11.0,No Option Plan,2302.0,Low
1818,M,55.0,Masters,Marketing,Sales Executive,19.0,Travel_Rarely,Sales,Low,Very High,Executive,High,6.0,Yes,Excellent,High,24.0,2.0,2.0,7.0,3.0,8.0,28.916,NJ,35.0,Single,17.0,No Option Plan,13695.0,Low
1819,F,31.0,Bachelors,Life Sciences,Sales Representative,1.0,Travel_Frequently,Sales,High,Medium,Junior Associate,Very High,7.0,No,Excellent,High,9.0,3.0,4.0,0.0,0.0,0.0,29.4855,NJ,40.0,Single,14.0,No Option Plan,2785.0,Low
1820,M,35.0,Masters,Marketing,Sales Executive,4.0,Travel_Frequently,Sales,Very High,High,Associate,High,0.0,Yes,Excellent,High,5.0,0.0,2.0,2.0,3.0,2.0,33.0297,NJ,20.0,Married,18.0,Full Option Plan,4614.0,Low
1821,M,31.0,Masters,Life Sciences,Sales Representative,1.0,Travel_Frequently,Finance,Medium,Low,Junior Associate,High,1.0,No,Excellent,Medium,1.0,3.0,3.0,0.0,0.0,0.0,14.6736,NY,37.0,Single,12.0,No Option Plan,1359.0,High
1822,F,25.0,Some College,Life Sciences,Sales Representative,3.0,Travel_Rarely,Finance,Low,Medium,Junior Associate,Low,3.0,No,Excellent,Low,6.0,2.0,3.0,2.0,2.0,2.0,9.3164,NY,26.0,Married,12.0,No Option Plan,4400.0,Low
1823,M,46.0,Bachelors,Marketing,Manufacturing Director,7.0,Travel_Rarely,Finance,Low,High,Manager,Very High,4.0,No,Excellent,Low,28.0,1.0,4.0,7.0,4.0,3.0,20.692,NJ,46.0,Divorced,11.0,Full Option Plan,10096.0,Low
1824,M,28.0,Bachelors,Technical Degree,Sales Representative,3.0,Travel_Frequently,Finance,Low,High,Junior Associate,High,3.0,No,Excellent,Very High,8.0,3.0,4.0,2.0,1.0,2.0,37.3867,NY,39.0,Married,15.0,Full Option Plan,2909.0,High
1825,M,29.0,Bachelors,Technical Degree,Sales Executive,5.0,Travel_Frequently,Finance,Low,High,Associate,Medium,5.0,No,Excellent,Low,7.0,4.0,1.0,3.0,0.0,0.0,19.2792,NY,40.0,Single,11.0,No Option Plan,5765.0,High
1826,M,34.0,Masters,Medical,Sales Executive,15.0,Travel_Rarely,Sales,Low,Medium,Associate,Medium,0.0,Yes,Outstanding,High,16.0,2.0,4.0,9.0,10.0,10.0,15.0718,NY,46.0,Single,23.0,No Option Plan,4599.0,High
1827,F,30.0,Bachelors,Life Sciences,Sales Executive,10.0,Travel_Rarely,Sales,Medium,Medium,Associate,Low,1.0,No,Excellent,Very High,10.0,4.0,3.0,8.0,6.0,7.0,28.1912,NJ,44.0,Married,11.0,Full Option Plan,9714.0,High
1828,F,18.0,Some College,Medical,Sales Representative,0.0,Travel_Frequently,Sales,Medium,High,Junior Associate,Very High,1.0,Yes,Excellent,High,0.0,2.0,4.0,0.0,0.0,0.0,38.8943,NJ,27.0,Single,12.0,No Option Plan,1569.0,Low
1829,M,35.0,Bachelors,Medical,Sales Executive,13.0,Travel_Rarely,Sales,Very High,Medium,Manager,Low,9.0,No,Excellent,High,15.0,3.0,3.0,12.0,6.0,0.0,32.3069,NJ,39.0,Married,17.0,No Option Plan,10306.0,Low
1830,M,35.0,Some College,Medical,Sales Executive,2.0,Travel_Rarely,Sales,Low,Low,Associate,Very High,6.0,Yes,Excellent,Very High,7.0,2.0,2.0,2.0,2.0,2.0,24.8067,NJ,37.0,Divorced,14.0,Large Option Plan,5440.0,High
1831,F,35.0,Masters,Other,Sales Executive,11.0,Travel_Frequently,Sales,Very High,High,Associate,Very High,3.0,Yes,Outstanding,Low,13.0,2.0,4.0,9.0,6.0,7.0,16.4955,NJ,39.0,Single,24.0,No Option Plan,4581.0,High
1832,F,48.0,Some College,Medical,Sales Representative,9.0,Travel_Frequently,Sales,Very High,High,Junior Associate,High,2.0,Yes,Excellent,High,19.0,3.0,3.0,7.0,7.0,7.0,32.7707,NJ,30.0,Married,11.0,Large Option Plan,2655.0,Low
1833,M,23.0,Bachelors,Life Sciences,Sales Representative,3.0,Travel_Rarely,Information Technology,High,High,Junior Associate,Very High,1.0,Yes,Outstanding,Medium,3.0,2.0,3.0,2.0,0.0,2.0,37.7939,NJ,26.0,Divorced,21.0,Full Option Plan,2275.0,High
1834,M,47.0,Bachelors,Life Sciences,Sales Executive,23.0,Travel_Frequently,Information Technology,High,Low,Executive,High,7.0,No,Excellent,High,25.0,3.0,1.0,5.0,14.0,10.0,37.0364,NJ,29.0,Married,11.0,No Option Plan,12936.0,High
1835,M,36.0,Doctorate,Marketing,Sales Executive,2.0,Travel_Rarely,Information Technology,Medium,Medium,Associate,Low,5.0,Yes,Excellent,Medium,16.0,3.0,3.0,2.0,2.0,2.0,35.3402,NJ,34.0,Divorced,13.0,Small Option Plan,6134.0,High
1836,F,32.0,Some College,Life Sciences,Sales Executive,0.0,Travel_Rarely,Information Technology,Low,Low,Associate,Medium,6.0,No,Excellent,Medium,10.0,2.0,3.0,0.0,0.0,0.0,37.2084,NJ,31.0,Single,15.0,No Option Plan,6735.0,High
1837,M,29.0,Bachelors,Marketing,Sales Representative,2.0,Travel_Rarely,Information Technology,Medium,Low,Junior Associate,Medium,1.0,No,Excellent,High,2.0,3.0,3.0,2.0,2.0,2.0,0.9345,NY,50.0,Single,13.0,No Option Plan,2760.0,High
1838,F,33.0,Bachelors,Life Sciences,Sales Executive,0.0,Travel_Rarely,Information Technology,Low,High,Manager,Low,2.0,Yes,Outstanding,High,11.0,2.0,2.0,0.0,0.0,0.0,36.0777,NJ,47.0,Single,20.0,No Option Plan,8564.0,High
1839,M,31.0,Masters,Marketing,Sales Executive,1.0,Travel_Rarely,Sales,Low,High,Manager,High,2.0,No,Excellent,Low,10.0,2.0,3.0,0.0,0.0,0.0,17.5802,NJ,33.0,Married,13.0,Small Option Plan,8161.0,High
1840,F,21.0,Below College,Marketing,Sales Representative,1.0,Travel_Rarely,Sales,Medium,High,Junior Associate,Medium,1.0,No,Excellent,Medium,1.0,3.0,3.0,0.0,1.0,0.0,32.8114,NJ,23.0,Single,13.0,No Option Plan,2679.0,High
1841,F,35.0,Bachelors,Life Sciences,Sales Representative,10.0,Travel_Rarely,Sales,High,High,Associate,Very High,1.0,Yes,Excellent,Very High,10.0,2.0,3.0,7.0,7.0,7.0,11.145,NY,41.0,Single,18.0,No Option Plan,5813.0,High
1842,M,32.0,Masters,Marketing,Sales Executive,2.0,Travel_Rarely,Sales,High,Medium,Associate,Medium,7.0,Yes,Excellent,High,7.0,3.0,2.0,2.0,2.0,2.0,7.3836,NY,37.0,Single,12.0,No Option Plan,9907.0,High
1843,F,46.0,Bachelors,Life Sciences,Sales Representative,8.0,Travel_Rarely,Sales,High,High,Manager,Medium,5.0,No,Outstanding,High,14.0,2.0,3.0,7.0,0.0,7.0,32.0478,NJ,49.0,Married,21.0,Small Option Plan,7314.0,Low
1844,M,30.0,Bachelors,Medical,Sales Representative,1.0,Travel_Rarely,Sales,Medium,High,Junior Associate,Very High,1.0,No,Excellent,High,7.0,3.0,2.0,0.0,0.0,0.0,38.4046,NY,24.0,Single,13.0,No Option Plan,1081.0,High
1845,M,29.0,Bachelors,Technical Degree,Sales Representative,1.0,Travel_Frequently,Sales,High,Very High,Junior Associate,Low,1.0,No,Excellent,Very High,1.0,3.0,3.0,0.0,0.0,0.0,23.0436,NJ,44.0,Single,17.0,No Option Plan,1091.0,High
1846,F,28.0,Some College,Marketing,Sales Executive,2.0,Travel_Rarely,Sales,Very High,High,Associate,High,3.0,Yes,Excellent,Very High,6.0,0.0,3.0,0.0,2.0,2.0,26.7541,NJ,31.0,Single,11.0,No Option Plan,9854.0,High
1847,M,31.0,Masters,Marketing,Sales Executive,10.0,Travel_Frequently,Sales,Low,High,Associate,Very High,1.0,Yes,Excellent,High,10.0,4.0,3.0,7.0,0.0,8.0,21.4279,NJ,34.0,Married,11.0,No Option Plan,5617.0,Low
1848,M,53.0,Masters,Life Sciences,Sales Executive,2.0,Travel_Rarely,Sales,Low,High,Manager,Low,6.0,Yes,Excellent,Medium,15.0,2.0,2.0,2.0,2.0,2.0,31.7849,NJ,22.0,Single,13.0,No Option Plan,10448.0,High
1849,M,23.0,Bachelors,Marketing,Sales Representative,1.0,Travel_Frequently,Operations,Very High,High,Junior Associate,Low,1.0,No,Excellent,Low,1.0,3.0,2.0,0.0,1.0,0.0,34.8705,NJ,40.0,Married,19.0,Full Option Plan,1790.0,High
1850,M,50.0,Masters,Life Sciences,Sales Executive,6.0,Travel_Frequently,Operations,Medium,High,Associate,High,7.0,No,Excellent,Very High,12.0,3.0,3.0,3.0,0.0,1.0,33.1177,NJ,19.0,Divorced,12.0,Large Option Plan,6728.0,High
1851,M,50.0,Bachelors,Marketing,Sales Executive,3.0,Travel_Rarely,Operations,Very High,Medium,Manager,Low,4.0,Yes,Excellent,Medium,20.0,3.0,3.0,2.0,2.0,0.0,36.1849,NJ,35.0,Divorced,13.0,No Option Plan,10854.0,High
1852,M,41.0,Some College,Life Sciences,Sales Executive,6.0,Travel_Rarely,Operations,Medium,High,Associate,Very High,8.0,Yes,Excellent,Low,8.0,0.0,1.0,4.0,0.0,5.0,29.0417,NJ,49.0,Single,11.0,No Option Plan,5993.0,High
1853,F,36.0,Masters,Life Sciences,Sales Representative,5.0,Travel_Rarely,Operations,High,Medium,Junior Associate,Low,7.0,No,Outstanding,Medium,10.0,4.0,3.0,3.0,0.0,3.0,24.3274,NJ,29.0,Single,23.0,No Option Plan,3407.0,High
1854,M,39.0,Bachelors,Technical Degree,Sales Representative,1.0,Travel_Rarely,Sales,Very High,High,Associate,Very High,3.0,No,Excellent,High,19.0,6.0,4.0,0.0,0.0,0.0,35.8546,NJ,32.0,Married,14.0,No Option Plan,2086.0,Low
1855,M,50.0,Some College,Marketing,Sales Representative,3.0,Travel_Rarely,Sales,Low,Medium,Junior Associate,High,1.0,Yes,Excellent,High,3.0,2.0,3.0,2.0,0.0,2.0,13.7917,NY,41.0,Married,14.0,No Option Plan,2683.0,Low
1856,M,46.0,Some College,Medical,Sales Executive,9.0,Travel_Rarely,Sales,High,Medium,Manager,Very High,1.0,No,Excellent,Very High,9.0,3.0,3.0,8.0,4.0,7.0,34.0251,NJ,48.0,Single,16.0,No Option Plan,9619.0,Low
1857,F,25.0,Bachelors,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,High,Medium,Associate,High,1.0,Yes,Excellent,Very High,6.0,1.0,3.0,4.0,0.0,3.0,23.3508,NJ,41.0,Single,11.0,No Option Plan,5744.0,Low
1858,F,31.0,Masters,Life Sciences,Sales Executive,7.0,Travel_Rarely,Sales,Medium,Low,Associate,High,4.0,Yes,Excellent,Medium,12.0,3.0,2.0,7.0,7.0,7.0,9.6919,NJ,37.0,Married,18.0,No Option Plan,6172.0,High
1859,M,19.0,Below College,Marketing,Sales Representative,0.0,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Very High,0.0,2.0,2.0,0.0,0.0,0.0,38.7337,NJ,38.0,Single,19.0,No Option Plan,1675.0,Low
1860,M,31.0,Bachelors,Life Sciences,Sales Executive,2.0,Travel_Rarely,Information Technology,Medium,Low,Associate,High,3.0,Yes,Excellent,High,4.0,2.0,3.0,2.0,2.0,2.0,38.9185,NJ,45.0,Married,11.0,Full Option Plan,4559.0,Low
1861,M,19.0,Below College,Technical Degree,Sales Representative,0.0,Travel_Frequently,Information Technology,High,Low,Junior Associate,Low,0.0,No,Outstanding,Low,1.0,5.0,4.0,0.0,0.0,0.0,38.5225,NJ,46.0,Single,21.0,No Option Plan,2325.0,High
1862,M,41.0,Some College,Marketing,Sales Representative,4.0,Travel_Rarely,Information Technology,Medium,High,Junior Associate,Medium,1.0,Yes,Outstanding,Very High,6.0,5.0,2.0,3.0,0.0,2.0,37.127,NJ,45.0,Single,22.0,No Option Plan,3140.0,High
1863,M,29.0,Bachelors,Marketing,Sales Executive,10.0,Travel_Rarely,Information Technology,Medium,High,Manager,Very High,1.0,No,Outstanding,Very High,10.0,3.0,2.0,4.0,1.0,9.0,23.0238,NJ,23.0,Married,22.0,Small Option Plan,7639.0,Low
1864,M,32.0,Masters,Medical,Sales Executive,14.0,Travel_Rarely,Information Technology,Very High,Low,Manager,Very High,1.0,No,Excellent,High,14.0,2.0,2.0,8.0,9.0,8.0,1.5742,NY,40.0,Married,11.0,No Option Plan,10400.0,Low
1865,M,30.0,Masters,Marketing,Sales Executive,6.0,Travel_Frequently,Information Technology,High,Medium,Associate,Low,5.0,No,Excellent,High,9.0,5.0,2.0,3.0,0.0,1.0,25.6166,NJ,30.0,Single,15.0,No Option Plan,6696.0,Low
1866,F,26.0,Masters,Marketing,Sales Executive,8.0,Travel_Rarely,Sales,Very High,Medium,Associate,Very High,1.0,Yes,Excellent,Medium,8.0,0.0,3.0,7.0,7.0,4.0,35.7335,NY,49.0,Single,12.0,No Option Plan,5828.0,Low
1867,M,39.0,Some College,Medical,Sales Executive,1.0,Travel_Rarely,Sales,Very High,High,Associate,High,4.0,Yes,Excellent,Low,12.0,3.0,2.0,0.0,0.0,0.0,13.6247,NY,35.0,Married,18.0,No Option Plan,5238.0,Low
1868,F,21.0,Below College,Technical Degree,Sales Representative,3.0,Travel_Frequently,Sales,Low,Medium,Junior Associate,Medium,1.0,Yes,Excellent,High,9.0,3.0,3.0,2.0,1.0,2.0,39.8039,NY,50.0,Single,11.0,No Option Plan,2174.0,Low
1869,M,33.0,Bachelors,Marketing,Sales Representative,1.0,Travel_Rarely,Sales,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Medium,1.0,2.0,3.0,0.0,0.0,0.0,26.4112,NJ,19.0,Single,13.0,No Option Plan,2851.0,Low
1870,F,41.0,Bachelors,Marketing,Sales Executive,8.0,Travel_Frequently,Sales,Low,High,Associate,Medium,1.0,No,Excellent,High,8.0,5.0,3.0,7.0,7.0,7.0,32.1785,NJ,46.0,Single,18.0,No Option Plan,9355.0,Low
1871,F,40.0,Some College,Marketing,Sales Executive,6.0,Travel_Rarely,Sales,High,Medium,Associate,High,2.0,Yes,Excellent,Low,8.0,6.0,3.0,4.0,1.0,0.0,37.4259,NJ,40.0,Married,12.0,Large Option Plan,6380.0,Low
1872,F,21.0,Bachelors,Life Sciences,Sales Representative,1.0,Travel_Rarely,Sales,High,Very High,Junior Associate,Medium,1.0,No,Excellent,Very High,1.0,0.0,3.0,0.0,0.0,0.0,12.6471,NJ,28.0,Single,15.0,No Option Plan,2716.0,Low
1873,M,34.0,Bachelors,Marketing,Sales Executive,5.0,Non-Travel,Sales,Low,Very High,Associate,Very High,8.0,Yes,Excellent,Medium,9.0,3.0,2.0,2.0,0.0,4.0,39.9035,NJ,32.0,Single,13.0,No Option Plan,5304.0,Low
1874,M,24.0,Below College,Technical Degree,Sales Representative,5.0,Travel_Rarely,Marketing,Low,High,Junior Associate,Medium,1.0,Yes,Excellent,Medium,6.0,4.0,3.0,3.0,1.0,4.0,38.8291,NJ,46.0,Single,16.0,No Option Plan,3202.0,High
1875,F,34.0,Some College,Marketing,Sales Representative,2.0,Travel_Frequently,Marketing,Very High,Low,Junior Associate,High,0.0,No,Excellent,Very High,3.0,3.0,2.0,2.0,1.0,0.0,13.4568,NY,30.0,Divorced,16.0,Full Option Plan,2351.0,High
1876,M,18.0,Bachelors,Marketing,Sales Representative,0.0,Travel_Frequently,Marketing,Medium,High,Junior Associate,Medium,1.0,Yes,Excellent,Very High,0.0,3.0,3.0,0.0,0.0,0.0,36.9648,NJ,41.0,Single,14.0,No Option Plan,1878.0,High
1877,F,32.0,Masters,Other,Sales Executive,4.0,Non-Travel,Marketing,Very High,Very High,Associate,High,8.0,No,Excellent,Very High,6.0,2.0,3.0,2.0,1.0,2.0,29.3046,NJ,36.0,Married,12.0,No Option Plan,4707.0,High
