,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Status,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
4596,no_checking,21,credits_paid_to_date,radio_tv,3340,100_to_500,greater_7,3,majority,none,3,savings_insurance,47,none,own,1,skilled,1,yes,yes,No Risk
4597,no_checking,46,prior_payments_delayed,other,5939,500_to_1000,greater_7,5,majority,none,3,savings_insurance,46,none,free,2,skilled,1,none,yes,No Risk
4598,no_checking,25,prior_payments_delayed,education,6892,unknown,1_to_4,3,majority,none,3,car_other,36,stores,rent,1,skilled,1,none,yes,No Risk
4599,no_checking,29,prior_payments_delayed,car_used,6490,100_to_500,less_1,4,majority,none,3,savings_insurance,50,none,own,2,management_self-employed,1,none,yes,No Risk
4600,less_0,4,all_credits_paid_back,car_new,1008,less_100,unemployed,1,minority,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,Risk
4601,less_0,14,all_credits_paid_back,car_used,250,less_100,1_to_4,2,minority,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,Risk
4602,greater_200,28,outstanding_credit,furniture,1222,500_to_1000,less_1,3,majority,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
4603,no_checking,46,outstanding_credit,radio_tv,6790,500_to_1000,4_to_7,3,majority,co-applicant,4,car_other,47,bank,own,1,unemployed,2,yes,yes,No Risk
4604,0_to_200,31,credits_paid_to_date,furniture,250,100_to_500,less_1,2,majority,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
4605,no_checking,24,prior_payments_delayed,education,4427,greater_1000,greater_7,3,minority,none,4,car_other,46,bank,own,2,unemployed,1,none,yes,Risk
4606,no_checking,24,prior_payments_delayed,furniture,1512,500_to_1000,1_to_4,2,majority,none,2,car_other,37,none,own,2,skilled,1,yes,yes,No Risk
4607,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,2,majority,none,2,real_estate,22,none,rent,2,skilled,1,none,yes,No Risk
4608,0_to_200,12,credits_paid_to_date,education,2851,less_100,4_to_7,2,majority,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
4609,no_checking,31,prior_payments_delayed,furniture,5789,100_to_500,1_to_4,3,minority,none,3,savings_insurance,43,stores,own,1,unskilled,1,yes,yes,Risk
4610,0_to_200,20,credits_paid_to_date,car_new,2652,less_100,1_to_4,2,majority,none,3,car_other,20,none,own,1,skilled,2,none,yes,No Risk
4611,no_checking,32,outstanding_credit,other,9727,500_to_1000,4_to_7,4,majority,guarantor,5,car_other,57,none,free,2,skilled,2,yes,yes,No Risk
4612,no_checking,39,prior_payments_delayed,appliances,4545,greater_1000,4_to_7,3,majority,none,3,unknown,35,none,own,1,skilled,2,yes,yes,No Risk
4613,no_checking,25,outstanding_credit,appliances,5593,500_to_1000,1_to_4,3,majority,none,4,car_other,58,none,own,2,management_self-employed,2,yes,yes,No Risk
4614,0_to_200,9,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,2,majority,none,1,real_estate,30,stores,own,1,skilled,1,none,yes,No Risk
4615,less_0,30,credits_paid_to_date,radio_tv,1165,less_100,1_to_4,2,majority,none,3,savings_insurance,31,stores,own,1,skilled,1,yes,yes,No Risk
4616,no_checking,8,credits_paid_to_date,car_used,888,less_100,4_to_7,2,majority,none,4,real_estate,42,none,own,1,skilled,1,none,yes,No Risk
4617,less_0,17,no_credits,car_used,1033,less_100,less_1,2,minority,none,2,real_estate,24,none,own,1,skilled,1,none,yes,Risk
4618,0_to_200,19,credits_paid_to_date,repairs,1531,100_to_500,4_to_7,3,majority,none,3,real_estate,32,stores,own,2,unskilled,1,yes,yes,No Risk
4619,0_to_200,24,credits_paid_to_date,radio_tv,3124,100_to_500,4_to_7,3,majority,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
4620,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,majority,none,1,real_estate,26,stores,rent,1,unskilled,1,none,yes,No Risk
4621,less_0,24,all_credits_paid_back,car_new,1834,less_100,4_to_7,3,majority,none,1,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk
4622,no_checking,19,outstanding_credit,business,4480,100_to_500,less_1,3,majority,none,3,car_other,34,none,own,2,management_self-employed,1,none,yes,No Risk
4623,less_0,28,outstanding_credit,retraining,3249,100_to_500,4_to_7,2,minority,none,1,car_other,41,stores,rent,2,skilled,1,none,yes,Risk
4624,less_0,4,all_credits_paid_back,car_used,2070,less_100,unemployed,1,minority,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,Risk
4625,0_to_200,18,all_credits_paid_back,car_used,2596,less_100,1_to_4,3,majority,none,3,savings_insurance,39,none,own,2,management_self-employed,2,yes,yes,No Risk
4626,no_checking,41,prior_payments_delayed,repairs,7736,unknown,greater_7,4,majority,co-applicant,3,unknown,46,none,own,2,skilled,2,yes,yes,No Risk
4627,less_0,8,all_credits_paid_back,car_used,1189,100_to_500,4_to_7,3,minority,none,1,real_estate,27,none,own,2,skilled,2,none,yes,Risk
4628,less_0,4,credits_paid_to_date,car_used,1541,less_100,1_to_4,3,minority,co-applicant,2,real_estate,53,none,own,1,skilled,1,none,yes,Risk
4629,less_0,11,all_credits_paid_back,car_used,3526,less_100,less_1,1,minority,none,1,real_estate,27,none,own,1,skilled,1,none,yes,Risk
4630,no_checking,19,credits_paid_to_date,furniture,6607,greater_1000,greater_7,4,minority,none,2,car_other,45,stores,own,2,unskilled,1,yes,no,Risk
4631,no_checking,40,prior_payments_delayed,radio_tv,9143,greater_1000,4_to_7,4,majority,co-applicant,5,unknown,50,none,free,2,skilled,2,yes,yes,No Risk
4632,0_to_200,32,outstanding_credit,radio_tv,1151,500_to_1000,1_to_4,3,majority,none,4,car_other,23,bank,own,2,unemployed,1,yes,yes,No Risk
4633,less_0,9,all_credits_paid_back,appliances,1249,less_100,1_to_4,3,minority,none,1,real_estate,38,none,own,1,skilled,1,none,yes,Risk
4634,no_checking,41,prior_payments_delayed,other,6237,500_to_1000,greater_7,4,majority,co-applicant,3,unknown,59,none,free,2,skilled,2,yes,yes,No Risk
4635,0_to_200,22,credits_paid_to_date,furniture,2244,greater_1000,4_to_7,3,majority,none,4,car_other,32,none,rent,1,skilled,1,none,yes,No Risk
4636,less_0,17,prior_payments_delayed,repairs,250,less_100,4_to_7,3,minority,none,1,savings_insurance,40,stores,own,1,skilled,1,none,yes,Risk
4637,no_checking,31,prior_payments_delayed,appliances,4565,100_to_500,4_to_7,4,minority,none,4,car_other,46,stores,own,1,unskilled,2,yes,yes,Risk
4638,no_checking,12,credits_paid_to_date,car_used,3389,less_100,1_to_4,2,majority,none,3,real_estate,25,none,own,1,management_self-employed,1,none,yes,No Risk
4639,no_checking,35,outstanding_credit,vacation,9443,greater_1000,4_to_7,5,majority,none,3,unknown,48,none,free,2,skilled,2,yes,yes,No Risk
4640,0_to_200,10,prior_payments_delayed,furniture,1961,greater_1000,1_to_4,2,minority,none,1,real_estate,29,bank,rent,1,unemployed,1,none,yes,Risk
4641,less_0,23,prior_payments_delayed,radio_tv,1896,100_to_500,less_1,3,majority,none,2,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
4642,0_to_200,17,credits_paid_to_date,appliances,250,less_100,1_to_4,3,minority,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
4643,no_checking,27,prior_payments_delayed,appliances,10821,greater_1000,greater_7,5,majority,co-applicant,4,car_other,47,none,free,2,management_self-employed,2,yes,yes,No Risk
4644,less_0,5,prior_payments_delayed,car_new,2986,less_100,less_1,2,minority,none,3,real_estate,32,none,own,1,skilled,1,yes,yes,Risk
4645,no_checking,30,prior_payments_delayed,furniture,8173,100_to_500,4_to_7,4,majority,co-applicant,4,unknown,62,none,free,2,skilled,1,yes,no,No Risk
4646,0_to_200,19,credits_paid_to_date,furniture,1664,less_100,1_to_4,3,minority,none,3,savings_insurance,31,stores,own,1,unskilled,2,none,yes,Risk
4647,less_0,20,credits_paid_to_date,furniture,2646,500_to_1000,1_to_4,3,majority,none,2,car_other,31,none,rent,1,skilled,1,none,yes,No Risk
4648,no_checking,24,prior_payments_delayed,car_used,1322,100_to_500,less_1,2,majority,none,3,car_other,26,bank,own,2,unskilled,1,none,yes,No Risk
4649,0_to_200,26,credits_paid_to_date,retraining,4580,100_to_500,1_to_4,3,majority,none,3,savings_insurance,28,bank,rent,2,unemployed,2,yes,yes,No Risk
4650,no_checking,22,outstanding_credit,appliances,4993,unknown,4_to_7,4,majority,none,3,car_other,48,stores,own,2,unskilled,2,yes,yes,No Risk
4651,less_0,14,no_credits,car_new,250,less_100,less_1,1,minority,none,1,real_estate,33,stores,own,1,skilled,1,none,yes,Risk
4652,0_to_200,14,prior_payments_delayed,car_new,250,100_to_500,less_1,1,minority,none,3,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,Risk
4653,no_checking,37,credits_paid_to_date,education,5120,500_to_1000,1_to_4,3,majority,none,3,savings_insurance,34,none,own,1,skilled,2,none,yes,No Risk
4654,no_checking,37,outstanding_credit,repairs,4833,greater_1000,1_to_4,4,majority,none,4,car_other,43,none,free,2,skilled,1,yes,yes,No Risk
4655,0_to_200,17,prior_payments_delayed,retraining,4185,100_to_500,1_to_4,2,majority,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
4656,no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,majority,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
4657,less_0,23,prior_payments_delayed,car_used,4713,100_to_500,1_to_4,3,minority,none,3,savings_insurance,31,none,own,1,skilled,1,yes,yes,Risk
4658,0_to_200,4,all_credits_paid_back,car_new,1355,less_100,1_to_4,1,minority,none,2,real_estate,28,bank,own,1,unskilled,1,none,yes,Risk
4659,0_to_200,14,prior_payments_delayed,retraining,3641,less_100,greater_7,4,minority,co-applicant,4,unknown,48,none,free,3,skilled,1,yes,yes,Risk
4660,less_0,4,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,majority,none,2,savings_insurance,33,stores,rent,1,unskilled,1,yes,yes,No Risk
4661,less_0,25,credits_paid_to_date,car_used,2922,100_to_500,1_to_4,2,minority,none,1,real_estate,34,stores,own,2,skilled,1,none,yes,Risk
4662,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,minority,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
4663,0_to_200,16,no_credits,car_used,1247,less_100,1_to_4,1,minority,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,Risk
4664,less_0,4,all_credits_paid_back,radio_tv,250,less_100,1_to_4,2,majority,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
4665,less_0,9,all_credits_paid_back,car_used,1841,less_100,less_1,2,minority,none,3,real_estate,24,none,own,1,management_self-employed,1,none,yes,Risk
4666,0_to_200,35,prior_payments_delayed,radio_tv,2148,100_to_500,1_to_4,3,minority,none,1,real_estate,22,none,free,2,skilled,2,yes,yes,Risk
4667,0_to_200,24,credits_paid_to_date,radio_tv,2286,less_100,4_to_7,3,majority,none,2,savings_insurance,27,bank,own,2,unskilled,2,none,yes,No Risk
4668,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
4669,no_checking,26,prior_payments_delayed,repairs,9104,greater_1000,greater_7,4,majority,co-applicant,3,unknown,58,none,free,2,management_self-employed,2,yes,yes,No Risk
4670,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,minority,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,Risk
4671,no_checking,38,outstanding_credit,appliances,5494,500_to_1000,1_to_4,3,majority,none,3,savings_insurance,37,none,free,2,skilled,1,yes,yes,No Risk
4672,less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
4673,no_checking,26,outstanding_credit,furniture,6084,500_to_1000,greater_7,5,majority,none,3,unknown,52,none,free,2,skilled,1,yes,yes,No Risk
4674,less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,majority,none,2,real_estate,29,bank,rent,1,unemployed,1,none,yes,No Risk
4675,no_checking,36,prior_payments_delayed,appliances,9582,100_to_500,greater_7,5,majority,co-applicant,4,unknown,46,none,free,3,skilled,1,yes,yes,No Risk
4676,no_checking,32,prior_payments_delayed,car_used,2449,500_to_1000,4_to_7,4,minority,none,4,car_other,30,none,own,2,skilled,1,none,yes,Risk
4677,less_0,24,prior_payments_delayed,furniture,2741,500_to_1000,1_to_4,3,majority,none,1,unknown,43,none,own,2,skilled,2,yes,yes,No Risk
4678,no_checking,37,outstanding_credit,appliances,6386,greater_1000,greater_7,5,majority,co-applicant,3,unknown,45,none,free,3,skilled,2,yes,yes,No Risk
4679,no_checking,25,prior_payments_delayed,appliances,6292,100_to_500,greater_7,4,minority,none,4,savings_insurance,51,none,free,2,management_self-employed,1,none,yes,Risk
4680,0_to_200,14,prior_payments_delayed,business,1740,100_to_500,1_to_4,3,majority,none,2,car_other,30,none,own,1,skilled,1,yes,yes,No Risk
4681,no_checking,29,outstanding_credit,repairs,6165,500_to_1000,greater_7,5,majority,none,4,car_other,49,none,own,2,management_self-employed,1,yes,yes,No Risk
4682,0_to_200,12,prior_payments_delayed,radio_tv,250,500_to_1000,1_to_4,1,minority,none,1,savings_insurance,41,stores,own,1,skilled,1,none,yes,Risk
4683,0_to_200,27,credits_paid_to_date,retraining,5685,less_100,1_to_4,4,majority,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk
4684,greater_200,20,credits_paid_to_date,furniture,1849,less_100,1_to_4,3,minority,co-applicant,2,savings_insurance,34,none,own,1,skilled,1,none,yes,Risk
4685,less_0,11,all_credits_paid_back,car_new,250,100_to_500,less_1,1,minority,none,1,car_other,43,stores,rent,1,unskilled,1,none,yes,Risk
4686,0_to_200,10,all_credits_paid_back,vacation,4395,less_100,unemployed,2,minority,none,1,real_estate,31,none,own,1,management_self-employed,1,none,yes,Risk
4687,less_0,15,credits_paid_to_date,car_used,3936,less_100,less_1,3,minority,none,1,savings_insurance,28,none,own,2,skilled,1,yes,yes,Risk
4688,0_to_200,4,credits_paid_to_date,car_used,1052,500_to_1000,1_to_4,3,majority,co-applicant,3,savings_insurance,42,none,free,1,skilled,1,yes,yes,No Risk
4689,no_checking,28,outstanding_credit,vacation,7726,500_to_1000,4_to_7,4,majority,none,2,unknown,55,none,free,2,skilled,1,yes,yes,No Risk
4690,less_0,10,all_credits_paid_back,furniture,3251,less_100,unemployed,2,minority,none,3,savings_insurance,27,none,rent,3,skilled,2,none,yes,Risk
4691,0_to_200,18,credits_paid_to_date,furniture,2273,less_100,1_to_4,3,majority,co-applicant,2,car_other,35,none,free,1,skilled,1,none,yes,No Risk
4692,no_checking,30,prior_payments_delayed,business,3712,500_to_1000,4_to_7,3,majority,none,4,savings_insurance,41,none,free,2,management_self-employed,1,yes,yes,No Risk
4693,0_to_200,20,all_credits_paid_back,vacation,2294,less_100,4_to_7,3,minority,none,3,savings_insurance,32,none,own,1,skilled,1,none,no,Risk
4694,no_checking,35,prior_payments_delayed,other,7969,100_to_500,4_to_7,4,majority,none,3,unknown,36,none,own,1,skilled,1,none,yes,No Risk
4695,no_checking,32,prior_payments_delayed,car_used,4415,unknown,4_to_7,3,majority,none,4,car_other,44,none,own,1,skilled,1,none,yes,No Risk
4696,0_to_200,16,credits_paid_to_date,furniture,250,less_100,4_to_7,3,minority,none,3,real_estate,27,none,own,1,skilled,1,none,yes,Risk
4697,less_0,16,no_credits,car_new,1755,less_100,unemployed,1,minority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
4698,no_checking,16,credits_paid_to_date,radio_tv,1008,greater_1000,greater_7,4,minority,none,4,savings_insurance,34,none,own,1,skilled,1,none,yes,Risk
4699,greater_200,21,outstanding_credit,radio_tv,4080,100_to_500,4_to_7,3,majority,none,3,car_other,52,none,own,1,skilled,1,yes,yes,No Risk
4700,no_checking,26,all_credits_paid_back,radio_tv,4589,less_100,4_to_7,4,majority,none,4,car_other,31,none,own,1,management_self-employed,1,none,yes,No Risk
4701,no_checking,29,credits_paid_to_date,furniture,4637,500_to_1000,1_to_4,4,majority,guarantor,5,car_other,48,stores,free,2,unskilled,1,yes,yes,No Risk
4702,less_0,31,prior_payments_delayed,car_used,2447,greater_1000,1_to_4,3,minority,none,1,savings_insurance,23,stores,own,1,unskilled,1,none,yes,Risk
4703,0_to_200,15,credits_paid_to_date,furniture,1347,less_100,4_to_7,2,majority,none,2,real_estate,34,bank,rent,1,unemployed,1,none,yes,No Risk
4704,0_to_200,6,all_credits_paid_back,car_new,250,less_100,less_1,1,minority,none,2,savings_insurance,33,stores,rent,1,skilled,1,none,yes,Risk
4705,less_0,9,prior_payments_delayed,car_used,842,500_to_1000,4_to_7,3,majority,none,3,car_other,32,none,own,1,skilled,2,yes,yes,No Risk
4706,no_checking,8,credits_paid_to_date,repairs,938,less_100,4_to_7,2,majority,co-applicant,2,real_estate,47,none,own,1,skilled,1,yes,yes,No Risk
4707,less_0,16,credits_paid_to_date,furniture,1130,less_100,less_1,1,minority,none,1,real_estate,30,stores,rent,1,skilled,1,none,yes,Risk
4708,less_0,10,all_credits_paid_back,car_used,2323,100_to_500,less_1,2,majority,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,No Risk
4709,greater_200,22,outstanding_credit,radio_tv,3671,100_to_500,greater_7,4,minority,co-applicant,3,car_other,46,none,free,2,skilled,1,yes,yes,Risk
4710,no_checking,15,credits_paid_to_date,appliances,1394,greater_1000,1_to_4,2,minority,co-applicant,3,car_other,42,none,free,2,skilled,1,yes,yes,Risk
4711,less_0,10,all_credits_paid_back,car_new,250,100_to_500,less_1,2,minority,none,2,savings_insurance,33,stores,rent,2,skilled,1,none,yes,Risk
4712,0_to_200,32,outstanding_credit,appliances,2509,500_to_1000,greater_7,4,minority,none,2,car_other,28,bank,rent,2,unemployed,1,yes,yes,Risk
4713,0_to_200,18,prior_payments_delayed,furniture,3493,less_100,1_to_4,2,majority,none,1,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
4714,no_checking,30,outstanding_credit,repairs,6316,500_to_1000,4_to_7,4,minority,none,4,unknown,42,none,own,2,management_self-employed,1,yes,yes,Risk
4715,no_checking,31,prior_payments_delayed,appliances,4787,unknown,greater_7,5,majority,none,5,car_other,47,stores,own,2,unskilled,2,yes,no,No Risk
4716,0_to_200,4,all_credits_paid_back,car_new,624,less_100,less_1,2,majority,none,1,real_estate,32,none,own,1,skilled,1,none,yes,No Risk
4717,no_checking,24,prior_payments_delayed,appliances,4442,100_to_500,greater_7,4,majority,none,5,unknown,63,none,free,2,skilled,1,yes,yes,No Risk
4718,no_checking,23,prior_payments_delayed,repairs,1659,100_to_500,1_to_4,3,majority,none,2,car_other,24,none,rent,1,skilled,1,none,yes,No Risk
4719,no_checking,28,prior_payments_delayed,radio_tv,7022,500_to_1000,4_to_7,4,minority,none,3,car_other,46,none,own,2,skilled,1,yes,yes,Risk
4720,no_checking,23,outstanding_credit,radio_tv,3263,unknown,greater_7,4,minority,none,3,car_other,36,none,own,2,skilled,1,yes,no,Risk
4721,0_to_200,13,credits_paid_to_date,car_used,3091,less_100,1_to_4,3,majority,none,3,savings_insurance,29,none,own,2,skilled,1,yes,yes,No Risk
4722,no_checking,8,prior_payments_delayed,furniture,2195,100_to_500,less_1,2,majority,none,3,savings_insurance,35,stores,rent,2,unskilled,1,yes,yes,No Risk
4723,no_checking,31,outstanding_credit,education,6500,500_to_1000,4_to_7,4,minority,none,3,unknown,50,none,own,1,management_self-employed,1,yes,yes,Risk
4724,no_checking,41,outstanding_credit,retraining,5657,unknown,greater_7,5,majority,co-applicant,4,car_other,57,stores,own,3,unskilled,2,yes,yes,No Risk
4725,less_0,8,all_credits_paid_back,car_new,2064,less_100,1_to_4,2,minority,none,1,real_estate,22,bank,rent,1,unemployed,1,none,yes,Risk
